j1, j2, j3, j4, j5, j6, j7,
-2.95746,0.688736,0.538114,0.323671,-1.41556,-1.21944,0.163588,
0.610153,-0.649338,2.35211,-1.26795,-1.84953,-1.75735,-2.64306,
1.57717,0.0220265,0.0103791,-1.64977,-2.79825,2.03834,-0.557133,
0.0377615,-1.39329,0.486244,-0.953419,-2.60524,1.23134,-0.159096,
0.639704,-0.630063,1.35308,0.0597129,0.180093,-0.371443,-1.95634,
-1.43237,-1.32898,0.0279336,0.513589,-0.548316,-0.341833,-2.80069,
-1.6459,-1.22482,1.26139,1.54951,-1.55651,1.90399,0.828751,
1.7175,0.400306,0.279107,0.0334054,0.142716,-2.04944,-1.7652,
-0.00267326,0.995318,1.57577,-1.71619,1.14235,-1.68272,-1.62771,
0.845691,1.09014,-2.37469,1.36598,2.10708,-0.442586,1.89699,
-0.629792,-1.4712,-1.23952,-0.87915,1.0015,1.42625,0.86547,
2.35683,1.18528,1.10488,1.17476,-2.28466,1.24231,1.71328,
-1.74069,-1.1416,0.245748,-1.64809,-1.25945,0.731182,-2.3487,
1.90031,-0.219245,0.932499,-0.969939,-0.267656,-0.716369,1.5162,
1.46095,-0.205534,-0.430494,-0.14449,0.193919,0.474757,-1.55394,
1.56419,1.34297,-2.63133,-1.42575,-1.21797,1.20138,0.269938,
0.982508,1.62955,-0.167689,-0.481218,0.45874,0.462906,0.628256,
0.11801,-1.51566,-0.0878801,-0.764018,1.66366,0.271145,-1.46531,
-2.6086,-0.0390124,2.4345,1.40083,-0.223069,0.347076,-0.365954,
-1.25417,-1.84216,1.74524,1.96391,0.554131,-0.814317,1.07802,
-0.869484,0.178107,0.737211,1.73616,0.280671,0.493709,-0.614227,
0.344982,0.423152,-0.922369,-0.656322,0.783616,-0.996865,-0.0885244,
0.507828,1.97186,0.50481,1.75967,-0.0238708,-0.804888,-1.05328,
1.37905,0.911382,0.377082,1.59374,1.63181,0.0362526,2.5902,
1.10722,-0.0327204,-1.59959,-0.306766,0.893943,0.160601,1.28622,
2.24496,0.265455,-1.76739,0.100723,1.13332,-0.264598,-1.70754,
2.51643,0.0680751,2.70781,0.738301,-0.330487,0.72786,1.82085,
2.91607,1.17086,-0.873147,-0.941344,-1.06802,0.527669,-1.21049,
2.74723,1.545,-2.62611,-0.245845,1.50797,0.243254,-0.226819,
-0.243167,-0.0184998,-0.0968287,1.24897,2.41846,-1.11677,-1.65144,
0.275912,1.28631,-0.753348,-0.510696,0.178691,1.13305,2.07298,
-2.58881,-1.06613,-0.5262,-0.374224,-1.57582,-0.419827,-1.54492,
1.5929,1.0033,-1.69979,0.210447,-0.119963,1.05157,1.80786,
-0.0355667,0.235537,0.529933,-0.0197438,-1.92195,1.39201,2.71368,
-0.0108004,-0.88637,-0.582492,-1.08318,-0.829425,-1.55715,0.737648,
-0.616625,-0.876368,0.164552,0.0482742,0.328999,1.46686,-1.09353,
0.298759,-0.453623,-1.18718,0.286107,1.01694,0.539601,-1.9202,
1.01667,1.2305,-2.13875,-1.9016,-2.66583,-1.8759,0.684655,
0.826577,0.345944,2.06857,-1.53664,-0.38555,-1.19817,-3.0163,
0.36486,-0.434159,-1.56847,0.184648,0.462899,1.12295,-0.367082,
-2.37467,-1.78017,1.62929,0.0538985,-0.0788368,0.987891,2.39552,
-0.040754,0.0335082,-1.0757,1.15725,-1.12547,-0.711433,-2.52774,
-2.03724,-0.985953,-1.681,-1.90258,-1.3974,-1.30412,0.0260692,
0.219,-1.21289,-2.19105,1.8124,2.54925,0.113671,-1.62163,
-1.00745,-1.01291,0.458783,0.859619,0.043274,1.09321,0.592804,
-0.488974,-2.02226,-2.86326,1.93512,-2.03437,0.705101,1.87333,
-2.82989,-1.26874,-2.2388,-0.316603,-2.30141,0.564795,-0.364787,
-2.1737,1.02614,1.50855,1.66924,0.187115,0.658456,-1.95627,
-1.41411,0.152629,-1.10938,-0.113808,0.383981,-0.430242,0.396828,
-0.379868,0.0893835,1.38776,0.348084,0.736027,-0.443517,1.65629,
0.364141,-1.44033,-0.65924,0.977572,-1.274,-0.0682322,2.33155,
1.19469,0.299804,1.91609,-0.299956,1.37774,1.56492,-0.350041,
-0.40387,-1.28353,-0.235919,-1.97017,2.15478,-1.14586,0.970431,
-1.4132,-1.62361,1.09403,0.96526,-0.756288,-1.01477,-2.04568,
2.96304,0.579481,-0.221352,-1.38745,2.40437,-0.0428378,2.02277,
-0.462873,-0.0343335,0.155063,-0.844604,2.50809,0.924579,2.63324,
-2.11094,0.0908059,0.683591,1.44945,-1.25197,1.89524,-2.51431,
-1.687,-0.187776,1.79797,0.739876,1.37167,-0.982464,1.93641,
-1.06194,-1.11823,-1.23144,0.138477,-1.29643,0.799361,-3.03365,
1.29289,-0.147414,0.87785,0.390397,0.395934,-1.02931,-2.45593,
2.60735,1.13154,-2.68055,-0.880798,-2.47771,1.68055,-1.9642,
-1.23286,-0.649176,-2.15949,1.20671,-1.21264,1.007,0.911451,
-0.0599576,-2.02003,-2.90992,1.52098,0.45225,0.696622,-1.21363,
0.86189,1.06861,-0.0691806,-0.356722,-0.960547,-1.19816,1.8554,
0.252481,-0.326542,-0.916883,-0.810119,-0.302144,1.61789,-1.58085,
1.89062,0.736792,-2.22381,-0.699933,-1.62138,1.39398,2.00565,
1.25696,-0.197579,1.05597,-1.0634,-0.910793,1.01124,-0.139477,
0.810242,-0.668404,1.03663,-1.9641,-0.0752068,1.10482,0.630968,
-0.490213,-1.34857,-2.13744,0.578672,2.44952,-0.596383,2.11201,
0.321128,1.26566,-2.35541,1.64375,-2.85319,-0.346581,2.99612,
2.81997,1.49358,-1.66761,0.110697,-0.569519,-1.09059,-2.88641,
2.49432,0.0634442,-0.414135,-1.39292,1.29279,-1.7452,-0.0530814,
-0.0799101,0.33796,0.207497,-0.422032,0.398294,0.751034,-1.11315,
1.93955,0.640115,0.413649,-0.954503,1.1075,1.29634,-1.8178,
-1.73874,-0.366456,-0.362264,1.46814,0.179487,0.431176,0.281094,
-1.79978,0.346345,-1.39105,-1.05618,0.306014,0.317744,-2.06183,
-2.02848,0.00195299,2.7793,2.01721,-1.88639,-1.98077,1.95121,
-2.01761,-0.815175,2.41002,-1.03324,-2.89311,0.398491,0.580304,
0.683118,-0.580604,-0.753744,-0.480729,-0.0234387,1.00013,0.0518367,
0.0320456,-0.907393,-2.11616,1.74315,0.610655,0.133266,2.46499,
0.416755,-0.0916882,-0.777323,0.325398,1.55699,-0.213945,1.18505,
-1.6828,-0.844041,-0.306242,0.854081,-2.66507,-0.672712,-0.161452,
-2.79019,0.719273,1.88157,-0.200237,2.73517,-0.168773,-0.0959257,
-2.15288,-1.05738,0.0859386,0.443917,2.82968,-0.845696,1.41223,
-2.35306,-0.203431,-0.600015,-1.84651,-2.88783,-1.73245,1.93331,
-1.66638,-0.45011,1.38818,-0.216418,0.307265,1.31998,0.312137,
1.04449,-0.135854,2.18778,-0.250323,2.79178,-0.812641,-1.79649,
-0.422114,-0.560225,2.06145,-1.69961,-2.37471,1.40806,0.882456,
-1.67073,-1.9652,2.09897,1.11753,2.6367,-0.84604,0.665027,
-2.47017,-0.959522,0.934166,0.00185019,-1.48957,-1.88572,1.78977,
-2.52546,-1.12033,0.758897,0.570959,-1.09211,0.182105,-1.04436,
-2.6189,0.318465,-1.84538,-1.57094,-0.544473,-0.78278,1.83277,
0.0998418,-0.0518543,-1.19432,-0.602965,-1.76756,-0.393515,-0.0691137,
-1.57622,-1.62063,0.515847,0.482286,1.06384,0.246501,2.56865,
-2.1662,-0.712842,0.162731,1.455,2.90898,-0.741336,-2.64583,
-2.46685,-0.215459,0.865279,1.62356,-2.56896,-1.82949,1.74349,
-1.16414,-0.986039,0.95299,-1.96993,-1.84933,1.73777,2.35043,
0.596261,-0.079652,-1.93446,2.01548,1.22624,-0.326894,1.20037,
-1.68151,-0.326953,2.94623,1.66239,1.9869,1.40855,0.0295211,
-0.60422,-0.612471,2.51002,-1.5534,-0.907829,0.611936,2.68738,
-1.72123,-1.7605,0.0504955,-1.97091,-0.59078,0.418451,2.55065,
-0.697278,0.0792418,-0.829299,-0.173596,-1.10603,0.766242,2.05374,
-1.69908,-0.0917696,-2.27687,-1.55727,-2.68878,0.223949,-2.38229,
-2.07681,-0.054463,-2.57368,-1.29427,-0.557672,0.84786,2.80618,
0.18047,-0.137242,-0.933305,1.69983,0.998685,-1.49698,2.86707,
2.33944,0.255313,-0.0543471,-1.62979,1.57022,1.49259,-2.85801,
-2.55132,-0.855719,2.40983,0.956762,-2.70709,1.27996,-1.68256,
-0.96482,0.0645584,2.50818,0.382907,-2.62251,1.1375,-0.00335749,
-1.50749,-0.755287,1.05323,1.62358,-0.813645,-0.92778,-0.195734,
-1.26855,-0.858452,0.630584,-1.87533,-2.03479,-1.02168,-2.34176,
1.01048,0.118011,-0.960003,0.928212,1.7616,-0.177842,-1.22638,
-2.35901,-1.13092,-1.9585,-1.05942,-1.63637,-0.1981,-0.0685644,
-1.90569,-0.250184,-0.9748,0.561916,-1.11079,-1.52036,-0.179263,
0.740636,0.12098,0.604405,0.357094,-1.39739,0.335513,-1.20802,
-0.945495,-0.463147,-1.48657,-1.20775,0.567346,-1.83914,-1.17446,
2.71101,-0.159033,0.372774,-1.63455,-0.959728,-1.35866,1.65865,
2.45063,0.607662,0.311145,-0.0869481,2.64282,-1.51211,1.99966,
1.76989,1.10247,0.0991984,-1.02763,1.91138,1.83528,-2.21911,
1.90349,0.197716,-2.0572,-1.71041,-1.99705,1.36374,-2.51769,
2.75928,0.872804,-2.73434,-0.609199,-1.60379,-0.112645,2.84464,
0.479743,1.28771,2.8232,-1.90444,-2.20033,-1.70434,-1.81836,
-0.819024,-0.78015,1.13607,1.3615,-2.51132,-1.68127,-1.61574,
-2.65474,-1.22556,2.75952,1.82696,-1.31346,-1.86796,1.32012,
2.80494,1.73769,1.85629,0.118498,2.12511,-1.9856,0.807107,
0.641728,0.14478,1.98366,1.10085,0.974485,-1.4881,-1.15651,
0.215983,0.924014,2.72177,-1.08575,2.51514,0.534561,0.205457,
-1.22282,-0.239931,0.503131,-0.815645,1.12555,1.59344,-2.2808,
1.41334,0.0806005,2.08752,-0.701408,-0.279101,-1.61094,-0.622876,
0.572459,-0.888707,1.46668,-0.8622,0.975401,1.94373,-1.6949,
1.6148,2.05923,1.10575,1.71405,-0.748618,-0.913503,2.14779,
-2.3187,-1.61587,0.418433,0.0721703,-1.20367,1.00823,2.436,
0.404524,-0.846332,-0.210289,0.183708,0.394628,0.222121,-2.41689,
0.448806,1.14115,2.16292,-0.997421,1.53904,-1.47933,2.39509,
2.12438,0.27685,2.84613,0.254386,1.35258,-2.05185,-0.288076,
2.17967,0.824408,-0.930478,-1.27986,-2.77863,-1.94176,0.957581,
-0.12167,1.41236,1.79328,-1.4828,2.08283,1.79789,-2.98816,
-0.893687,-1.61329,-2.20943,1.3232,-1.90525,0.814109,2.0281,
0.176048,-0.786587,0.579047,1.54209,-1.41461,1.12419,1.3043,
1.48005,-0.00671548,1.71123,-1.8132,0.636943,1.92158,1.70449,
0.628166,1.83346,-2.512,-1.10956,-1.86901,-0.401714,-1.05662,
0.0444685,1.14789,-2.68972,-1.3972,0.855578,1.57835,-1.47158,
0.718145,0.60025,1.38396,0.0854621,-0.940115,1.75369,2.50424,
0.0794001,0.531676,-0.375978,0.59629,1.81058,-0.793268,-0.419694,
-0.84453,-1.22263,0.151001,-1.31434,0.724793,-1.8819,0.261895,
2.68501,0.406408,1.28031,-0.832067,-0.368203,-1.26112,2.02148,
0.218351,-0.573836,2.93387,-1.22032,0.921771,0.457433,-1.4168,
2.59528,0.00780456,-1.34591,-2.05215,-0.103627,-1.99986,1.89005,
0.851854,-0.0296792,-0.402991,-0.703482,-0.983072,0.533318,1.32253,
0.651511,-0.357604,0.35135,0.0561446,1.63823,-0.106826,-2.6095,
-1.26094,-0.347001,1.53161,-1.13571,-1.88595,0.507422,2.41285,
1.96624,1.20258,0.645125,-1.09814,1.65812,1.90515,1.26519,
0.938625,1.12963,1.554,0.0669025,1.50418,-1.15283,-1.48697,
-0.0535302,1.09841,1.96698,-1.15538,2.77265,0.483394,1.33588,
0.22108,-0.460611,0.466333,1.32087,0.196949,0.199842,-1.19679,
-0.158278,0.604239,-1.91073,-0.260364,1.34333,0.688312,0.185508,
1.60302,1.17581,-1.766,-1.47794,-0.0437568,-1.29685,1.23951,
0.7868,-0.188876,-0.0154946,-0.207968,-2.39246,0.47742,0.825886,
0.285964,0.412128,-2.3853,0.00524647,-2.34978,-1.38394,-1.56726,
2.2945,-0.0074846,-1.00441,-0.778925,-0.663563,-0.0376441,-2.85926,
0.346958,-0.42199,0.482348,-1.50778,0.930987,1.31824,1.84254,
1.20037,0.468689,-1.75356,-1.67243,-2.69291,-1.3047,2.67913,
0.0665743,0.725299,1.49211,-2.01669,1.95536,1.87037,1.21135,
2.91163,1.72081,1.66053,-1.05846,-2.42221,2.05075,-1.79465,
-0.0691165,-0.0419648,-0.133419,-1.12853,-0.639573,-0.113771,-0.411189,
1.70735,1.85374,1.33165,0.0919322,-2.04094,-1.86376,2.5054,
-0.259585,0.521129,1.64539,-1.42785,-1.91789,-0.429137,-0.535112,
1.80769,0.861972,2.47869,-0.482189,0.183508,0.609367,2.33136,
-2.9652,0.648599,2.81392,1.1604,-1.73761,-0.309878,1.83722,
1.65938,0.482677,-0.720793,-1.62196,-1.1904,-1.21499,1.51272,
1.98145,0.897354,2.81832,-0.402208,-0.555307,-0.193792,0.831918,
1.32603,1.35084,0.701392,-0.0714605,-1.21699,0.363381,0.604196,
0.748144,-0.474558,-1.38583,1.7166,0.0243277,-1.48646,-0.298846,
-1.23448,-0.850027,-2.04124,1.68615,0.668203,0.785712,-0.774634,
0.230266,0.201674,2.17308,0.584196,0.976788,0.459426,1.12509,
-2.54337,1.85948,1.7606,1.64156,1.78328,-1.18477,1.81722,
2.88783,1.95912,0.578279,0.13448,-0.767902,-0.577664,-2.88211,
1.4963,0.0664899,-0.859117,0.959239,0.156326,-1.06725,-0.736853,
-1.08253,-2.0467,-1.9474,1.80777,2.30435,2.00065,2.01912,
-1.07497,-0.406258,-1.07688,-1.79441,-2.74817,0.721039,2.89701,
0.373088,0.466177,0.400647,1.52533,0.85247,-0.481019,0.760637,
1.07414,1.53163,2.91229,-0.263125,-0.216893,-0.561725,1.13063,
1.38948,0.528945,1.3848,-0.492318,-2.84842,1.72357,-1.04586,
2.32989,0.1104,1.93361,0.788214,0.83894,-1.38886,1.3236,
-2.67513,-0.990545,-2.61938,1.4671,2.06012,1.81237,-2.35581,
-0.915045,-0.0570963,-2.75223,0.824093,1.45876,1.86614,-1.98456,
-0.900756,-0.608822,0.369098,0.270371,-2.28979,1.67007,1.11598,
-2.89966,0.285105,0.391264,1.10634,-2.33292,0.973557,-1.11722,
0.45769,-0.474077,2.83898,-1.32581,1.15784,0.833949,0.702709,
-0.366236,-1.43624,-2.61921,0.529511,-2.28003,1.72035,-0.353484,
2.32903,0.127794,0.352861,-1.96655,1.43428,0.955703,1.05787,
2.8319,0.13382,-0.605139,0.671793,1.23427,1.15936,-0.00825775,
-2.25621,-1.20353,1.69662,0.916671,-1.01883,0.479585,-0.43011,
-1.23868,-1.21018,1.02285,0.927152,2.15421,1.07867,0.478514,
-0.39526,0.18491,-0.114556,1.0915,0.542005,0.570695,-0.890998,
-2.16534,-0.230605,-0.502768,1.60608,1.23775,1.55747,-0.420698,
-1.34239,-0.725283,-0.923745,0.613521,1.67507,1.68361,-2.14904,
-0.587569,-1.84283,2.04741,2.08762,-0.0543177,-0.179581,-2.18991,
1.83583,0.938922,2.16013,-0.261568,2.18068,0.670893,0.429491,
1.63064,-0.0458463,-2.29288,-0.321191,-1.95777,-0.410591,0.666925,
-0.627669,-0.114136,0.345301,0.490947,-1.14972,-1.00837,2.64206,
0.519068,-1.5726,-2.29617,0.780804,-2.30106,1.68184,2.11983,
1.5832,-0.480643,-2.26241,1.45544,0.207205,0.747626,1.06107,
-0.598576,-1.69363,-2.26219,1.31407,-0.682019,-1.8092,-2.21669,
-2.20292,0.485109,1.35454,0.0252602,-0.270144,-1.59937,1.00142,
-1.56687,0.261037,-2.72305,-0.52169,-0.561126,0.273211,2.17762,
0.668358,1.51682,1.01642,-0.154046,-2.91363,1.67336,0.558479,
2.50394,1.50623,-2.88235,0.485752,-0.540755,-1.63921,-0.732575,
-0.568783,-0.452737,-2.25703,0.921455,-0.945003,1.79117,2.80505,
0.732883,0.269223,0.822025,-0.665729,0.0244263,-1.37645,-1.55838,
-2.17902,-0.542238,-2.27662,0.463645,-0.819491,-1.30559,1.43401,
-1.48718,0.0632483,0.930256,0.497623,0.536247,1.31997,-2.28852,
-1.88107,-0.742339,1.57177,-0.935885,0.591504,1.28478,-0.496125,
-0.795242,-1.86459,-2.0822,0.0479846,0.735674,-1.21583,0.303202,
-1.72928,-0.620867,0.0326174,0.449111,-2.87713,0.344699,1.39812,
0.185947,0.22295,2.23572,-1.06957,-0.154091,-0.769907,2.94157,
-0.102111,0.00815044,-1.49832,1.78181,-2.80204,1.85241,2.23309,
1.21712,0.628894,-1.309,-1.70927,-2.20128,1.63548,-1.12551,
1.08389,1.29582,0.2898,-1.87045,0.523404,1.37234,-0.1471,
2.73086,-0.161922,-0.227669,-0.192681,-0.871528,0.641195,0.731555,
-0.73673,-1.30716,-2.29708,1.12853,0.180643,-1.49473,2.68918,
-2.1607,-1.11572,0.650731,1.00383,-0.905694,-2.0192,0.72517,
0.210939,-1.07284,-1.17945,-0.64644,-1.53554,0.061449,-1.52579,
0.797577,0.964206,-1.30884,1.757,-0.201724,-1.3573,-1.59365,
0.0297031,-0.108115,0.741853,1.19803,0.420143,-0.028461,-2.24461,
-1.96853,-0.900831,-0.979444,0.686952,-1.83083,0.725315,-2.2376,
-1.29619,-1.28185,1.40012,2.069,-1.19684,0.931971,0.0969539,
-1.54785,-0.0851328,-2.40255,-0.948909,-1.99639,0.899813,2.10231,
-0.654577,-0.110429,-2.2124,-1.40896,1.60992,-0.0823959,2.50846,
-0.166275,0.38461,-0.602008,1.58515,-0.908799,-0.63094,-1.13701,
-0.990441,-1.48334,0.870917,1.01034,1.48675,0.659423,-2.69147,
-2.36258,-1.92132,2.05328,0.810817,-2.89476,1.457,2.13703,
-0.918722,0.108695,1.27622,0.774597,-2.07346,0.644501,0.411245,
-0.887917,-0.891106,-2.90559,-0.973362,-1.69467,-0.348147,-1.17682,
0.444461,-1.98847,0.359463,-0.973924,-2.57596,-1.04579,-1.38252,
1.51383,-0.257588,0.417144,-1.26018,2.70091,0.0672148,-1.86497,
1.45746,0.903243,2.26655,-0.917687,0.94132,-1.50907,-0.747188,
2.49964,0.279211,-1.53722,0.743587,-1.2968,-0.51392,-1.1448,
-0.517296,-0.716182,1.71746,-1.67866,1.3225,0.161139,1.85037,
0.575063,-1.62974,1.83838,-1.71574,1.19464,-0.533388,-1.39379,
-0.380486,-1.28969,-0.810403,0.808421,-1.9245,-0.0239562,1.27896,
-0.463819,-0.0277803,1.77761,0.287615,1.49354,1.31931,2.09031,
-0.815421,-0.645417,-1.68998,-1.17635,-2.82534,-1.07404,-0.903911,
1.30678,-0.0647966,-0.0465795,0.725531,0.00921302,-0.879306,-0.522683,
-0.99602,-0.941835,2.77905,-0.345858,0.653934,-0.690824,-2.14272,
-1.29944,-0.567807,2.15308,-0.244818,1.60271,-1.11329,1.34245,
-0.381833,-1.42633,-0.319602,1.0744,1.5135,-0.805982,-0.34014,
-2.96539,-0.384111,-1.5079,0.3227,2.91299,0.423362,0.527264,
-0.48519,-1.2018,-1.38656,0.690436,-2.63069,0.0142781,2.55747,
-1.4274,-0.362947,-2.46206,-0.697794,0.543299,-1.0956,-0.382097,
-1.33224,0.248072,-1.78628,-1.77189,1.00551,-0.420148,-0.824761,
1.35579,1.14849,-0.20117,-0.102276,0.14559,-2.00119,1.98385,
1.4214,1.18867,0.37856,-0.963932,-2.04964,1.39231,-2.95024,
2.80056,1.04359,1.57048,2.05763,-2.22244,-0.48167,0.707076,
1.13926,1.49807,-0.17614,1.92273,-2.52782,-0.715605,-1.56209,
-1.40521,-1.59946,-2.34573,-0.321025,-0.249702,0.537777,-2.3777,
0.641208,-0.929592,-2.45536,0.950089,-0.175902,1.59787,2.94958,
0.256638,0.485257,2.83832,-2.01512,1.7272,-0.40365,2.64067,
0.817719,0.521203,0.541362,-1.8686,-2.10725,-0.0622674,2.55726,
0.316608,-0.527838,-2.46344,1.35963,2.3361,-1.85935,0.130705,
-0.685873,-1.09559,1.88832,0.916723,-1.72489,0.553487,-2.83187,
0.165782,-1.48413,2.19897,-1.70674,-1.50268,-0.861567,-2.51816,
0.0469776,-1.24292,-0.743717,-1.37223,-1.58507,-0.36093,0.343609,
2.86798,0.975649,2.56435,-2.04827,-0.828975,-0.789802,-2.41944,
-0.0994445,-1.73349,0.356958,0.104737,-2.74618,-1.34626,0.409953,
2.25132,0.729842,-2.94448,1.96133,-2.40767,0.946933,-0.426476,
-1.47097,-0.799334,1.54422,-0.35602,0.26224,-0.134115,2.37431,
-2.72288,-1.83727,2.67016,0.490068,0.884003,-0.856427,0.125547,
-2.62049,1.48498,-1.40726,-0.232671,-0.137026,0.463833,1.88601,
1.29454,0.125925,-2.86777,0.887194,-0.918871,-1.59569,-2.63348,
-0.15578,-0.685345,1.00112,-1.27436,0.427039,1.11701,-1.30219,
0.468682,-0.503301,2.38916,-0.0496108,-0.295999,0.252662,-0.356035,
-1.28704,-1.78024,-1.54678,-1.37801,2.71842,1.2944,1.61025,
0.79473,-0.0688561,1.21315,0.483702,0.267657,0.434293,2.2412,
